movieId,rating,timestamp,user
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
74458.0,3.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
71264.0,4.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
113378.0,4.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
63515.0,2.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
8827.0,4.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
120635.0,0.5,0.0,alex
0.0,0.0,0.0,alex
117176.0,3.5,0.0,alex
0.0,0.0,0.0,alex
30816.0,5.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
39435.0,3.5,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
6663.0,4.5,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
0.0,0.0,0.0,alex
8861.0,0.5,0.0,alex
0.0,0.0,0.0,alex
114662.0,2.5,0.0,alex
